landsat_id,landsat_date,landsat_cloud_pct,s2_id,s2_date,s2_cloud_pct,delta_days,abs_delta_days
1_LC08_192024_20220812,2022-08-12,28.21,20220811T100559_20220811T101510_T32UQD,2022-08-11,20.373961,1,1
1_LC08_192024_20220828,2022-08-28,82.94,20220829T101611_20220829T101634_T32UQD,2022-08-29,96.908665,-1,1
1_LC08_192024_20220913,2022-09-13,95.38,20220913T101629_20220913T101628_T32UQD,2022-09-13,99.840343,0,0
1_LC08_192024_20220929,2022-09-29,59.3,20220928T101811_20220928T102205_T32UQD,2022-09-28,97.404706,1,1
1_LC08_192024_20221031,2022-10-31,20.54,20221030T101039_20221030T101041_T32UQD,2022-10-30,3.258054,1,1
1_LC08_192024_20230119,2023-01-19,6.48,20230118T101239_20230118T101242_T32UQD,2023-01-18,99.216908,1,1
1_LC08_192024_20230204,2023-02-04,70.5,20230205T102221_20230205T102218_T32UQD,2023-02-05,100.0,-1,1
1_LC08_192024_20230220,2023-02-20,100.0,20230220T101949_20230220T101948_T32UQD,2023-02-20,99.999976,0,0
1_LC08_192024_20230409,2023-04-09,72.54,20230408T100559_20230408T101408_T32UQD,2023-04-08,99.672675,1,1
1_LC08_192024_20230511,2023-05-11,56.05,20230511T101559_20230511T102145_T32UQD,2023-05-11,63.663876,0,0
1_LC08_192024_20230527,2023-05-27,3.91,20230526T101601_20230526T101739_T32UQD,2023-05-26,1.061685,1,1
1_LC08_192024_20230612,2023-06-12,39.47,20230612T100601_20230612T100735_T32UQD,2023-06-12,19.582206,0,0
1_LC08_192024_20230628,2023-06-28,77.71,20230627T100559_20230627T101430_T32UQD,2023-06-27,72.536898,1,1
1_LC08_192024_20230714,2023-07-14,18.25,20230715T101601_20230715T101733_T32UQD,2023-07-15,32.87738,-1,1
1_LC08_192024_20230730,2023-07-30,50.71,20230730T101609_20230730T102200_T32UQD,2023-07-30,79.19504,0,0
1_LC08_192024_20230815,2023-08-15,18.84,20230814T102031_20230814T102027_T32UQD,2023-08-14,61.207175,1,1
1_LC08_192024_20230831,2023-08-31,60.41,20230831T100601_20230831T101438_T32UQD,2023-08-31,71.636689,0,0
1_LC08_192024_20230916,2023-09-16,2.61,20230915T100639_20230915T100745_T32UQD,2023-09-15,3.416175,1,1
1_LC08_192024_20231002,2023-10-02,51.08,20231003T101841_20231003T102549_T32UQD,2023-10-03,99.190003,-1,1
1_LC08_192024_20231018,2023-10-18,14.05,20231018T101939_20231018T101934_T32UQD,2023-10-18,55.470246,0,0
1_LC08_192024_20231119,2023-11-19,73.86,20231119T101311_20231119T101314_T32UQD,2023-11-19,79.545641,0,0
1_LC08_192024_20240223,2024-02-23,88.76,20240222T100939_20240222T100934_T32UQD,2024-02-22,99.306577,1,1
1_LC08_192024_20240310,2024-03-10,95.38,20240311T101831_20240311T102207_T32UQD,2024-03-11,99.529982,-1,1
1_LC08_192024_20240326,2024-03-26,14.69,20240326T101639_20240326T102439_T32UQD,2024-03-26,52.048331,0,0
1_LC08_192024_20240411,2024-04-11,15.47,20240410T101601_20240410T101659_T32UQD,2024-04-10,97.346151,1,1
1_LC08_192024_20240427,2024-04-27,27.95,20240427T100601_20240427T100846_T32UQD,2024-04-27,7.346477,0,0
1_LC08_192024_20240513,2024-05-13,0.02,20240515T101559_20240515T101556_T32UQD,2024-05-15,0.003563,-2,2
1_LC08_192024_20240529,2024-05-29,51.54,20240530T102021_20240530T102143_T32UQD,2024-05-30,99.853349,-1,1
1_LC08_192024_20240630,2024-06-30,82.06,20240629T102021_20240629T102556_T32UQD,2024-06-29,17.150073,1,1
1_LC08_192024_20240801,2024-08-01,7.16,20240731T100559_20240731T101303_T32UQD,2024-07-31,90.102315,1,1
1_LC08_192024_20240817,2024-08-17,34.89,20240818T102021_20240818T102546_T32UQD,2024-08-18,99.9991,-1,1
1_LC08_192024_20240902,2024-09-02,11.99,20240902T101559_20240902T101644_T32UQD,2024-09-02,15.256864,0,0
1_LC08_192024_20240918,2024-09-18,0.38,20240917T101651_20240917T101846_T32UQD,2024-09-17,1.409713,1,1
1_LC08_192024_20241020,2024-10-20,69.89,20241019T100939_20241019T100938_T32UQD,2024-10-19,92.244899,1,1
1_LC08_192024_20241105,2024-11-05,49.24,20241106T102221_20241106T102242_T32UQD,2024-11-06,99.997187,-1,1
1_LC08_192024_20241121,2024-11-21,35.89,20241121T102239_20241121T102431_T32UQD,2024-11-21,85.821319,0,0
1_LC08_192024_20241207,2024-12-07,97.06,20241206T102411_20241206T102422_T32UQD,2024-12-06,98.121941,1,1
1_LC08_192024_20250124,2025-01-24,23.73,20250125T102341_20250125T102343_T32UQD,2025-01-25,99.848217,-1,1
1_LC08_192024_20250209,2025-02-09,0.97,20250209T102059_20250209T102541_T32UQD,2025-02-09,4.314525,0,0
1_LC08_192024_20250329,2025-03-29,91.1,20250328T100559_20250328T101514_T32UQD,2025-03-28,0.600434,1,1
1_LC08_192024_20250414,2025-04-14,59.16,20250414T100701_20250414T100921_T32UQD,2025-04-14,45.545548,0,0
1_LC08_192024_20250430,2025-04-30,21.38,20250430T101559_20250430T102505_T32UQD,2025-04-30,71.153754,0,0
1_LC08_192024_20250516,2025-05-16,84.05,20250515T101611_20250515T102316_T32UQD,2025-05-15,71.156657,1,1
1_LC08_192024_20250601,2025-06-01,96.98,20250601T101041_20250601T101413_T32UQD,2025-06-01,92.262363,0,0
1_LC08_192024_20250617,2025-06-17,13.73,20250616T100559_20250616T101212_T32UQD,2025-06-16,89.934456,1,1
1_LC08_192024_20250703,2025-07-03,89.79,20250703T100711_20250703T101114_T32UQD,2025-07-03,84.093523,0,0
1_LC08_192024_20250719,2025-07-19,33.63,20250719T101559_20250719T101601_T32UQD,2025-07-19,33.772793,0,0
1_LC08_192024_20250804,2025-08-04,89.37,20250803T102041_20250803T102042_T32UQD,2025-08-03,98.513293,1,1
1_LC08_192024_20250820,2025-08-20,18.23,20250820T101041_20250820T101043_T32UQD,2025-08-20,54.515821,0,0
1_LC08_192024_20250921,2025-09-21,19.38,20250921T100731_20250921T100732_T32UQD,2025-09-21,62.288713,0,0
1_LC08_193023_20170501,2017-05-01,13.02,20170504T101031_20170504T101349_T32UQD,2017-05-04,100.0,-3,3
1_LC08_193023_20170517,2017-05-17,31.07,20170517T102031_20170517T102352_T32UQD,2017-05-17,51.2793,0,0
1_LC08_193023_20170602,2017-06-02,0.35,20170603T101031_20170603T101026_T32UQD,2017-06-03,100.0,-1,1
1_LC08_193023_20170618,2017-06-18,33.83,20170618T101029_20170618T101332_T33UVU,2017-06-18,1.847243,0,0
1_LC08_193023_20170704,2017-07-04,68.5,20170703T101021_20170703T101041_T32UQD,2017-07-03,37.1444,1,1
1_LC08_193023_20170720,2017-07-20,44.41,20170723T101031_20170723T101029_T32UQD,2017-07-23,100.0,-3,3
1_LC08_193023_20170805,2017-08-05,73.88,20170805T102031_20170805T102535_T32UQD,2017-08-05,99.3652,0,0
1_LC08_193023_20170821,2017-08-21,88.74,20170822T101031_20170822T101057_T32UQD,2017-08-22,92.3008,-1,1
1_LC08_193023_20170922,2017-09-22,44.76,20170921T101021_20170921T101436_T32UQD,2017-09-21,73.4372,1,1
1_LC08_193023_20171008,2017-10-08,33.06,20171011T101021_20171011T101146_T32UQD,2017-10-11,100.0,-3,3
1_LC08_193023_20180128,2018-01-28,71.24,20180127T102259_20180127T102314_T32UQD,2018-01-27,95.4966,1,1
1_LC08_193023_20180213,2018-02-13,17.52,20180213T101119_20180213T101118_T32UQD,2018-02-13,0.0,0,0
1_LC08_193023_20180301,2018-03-01,1.68,20180228T101021_20180228T101021_T32UQD,2018-02-28,28.395,1,1
1_LC08_193023_20180317,2018-03-17,36.56,20180318T102019_20180318T102016_T32UQD,2018-03-18,55.1802,-1,1
1_LC08_193023_20180402,2018-04-02,5.88,20180402T102021_20180402T102435_T32UQD,2018-04-02,10.47585,0,0
1_LC08_193023_20180418,2018-04-18,0.08,20180417T102019_20180417T102021_T32UQD,2018-04-17,2.940254,1,1
1_LC08_193023_20180504,2018-05-04,4.67,20180504T101029_20180504T101023_T32UQD,2018-05-04,0.614183,0,0
1_LC08_193023_20180520,2018-05-20,0.02,20180519T101031_20180519T101207_T32UQD,2018-05-19,61.405043,1,1
1_LC08_193023_20180605,2018-06-05,78.34,20180606T102019_20180606T102512_T32UQD,2018-06-06,0.583612,-1,1
1_LC08_193023_20180621,2018-06-21,96.3,20180621T102021_20180621T102316_T32UQD,2018-06-21,93.065924,0,0
1_LC08_193023_20180707,2018-07-07,31.07,20180706T102019_20180706T102022_T32UQD,2018-07-06,99.584756,1,1
1_LC08_193023_20180723,2018-07-23,11.54,20180723T101019_20180723T101036_T32UQD,2018-07-23,4.13032,0,0
1_LC08_193023_20180808,2018-08-08,41.17,20180807T101021_20180807T101024_T32UQD,2018-08-07,0.431424,1,1
1_LC08_193023_20180824,2018-08-24,93.04,20180825T102019_20180825T102015_T32UQD,2018-08-25,75.535741,-1,1
1_LC08_193023_20180909,2018-09-09,20.97,20180909T102021_20180909T102205_T32UQD,2018-09-09,0.768542,0,0
1_LC08_193023_20180925,2018-09-25,26.57,20180924T102019_20180924T102016_T32UQD,2018-09-24,45.388723,1,1
1_LC08_193023_20181011,2018-10-11,0.04,20181011T101019_20181011T101020_T32UQD,2018-10-11,0.000624,0,0
1_LC08_193023_20181027,2018-10-27,85.21,20181026T101111_20181026T101108_T32UQD,2018-10-26,99.591953,1,1
1_LC08_193023_20181128,2018-11-28,4.44,20181128T102351_20181128T102346_T32UQD,2018-11-28,0.054645,0,0
1_LC08_193023_20190131,2019-01-31,78.31,20190201T102249_20190201T102243_T32UQD,2019-02-01,98.691727,-1,1
1_LC08_193023_20190216,2019-02-16,0.02,20190216T102111_20190216T102131_T32UQD,2019-02-16,0.001523,0,0
1_LC08_193023_20190304,2019-03-04,89.78,20190303T102019_20190303T102242_T32UQD,2019-03-03,99.999984,1,1
1_LC08_193023_20190320,2019-03-20,45.39,20190320T101029_20190320T101437_T32UQD,2019-03-20,15.491446,0,0
1_LC08_193023_20190405,2019-04-05,40.25,20190404T101031_20190404T101025_T32UQD,2019-04-04,28.63746,1,1
1_LC08_193023_20190421,2019-04-21,0.01,20190422T102029_20190422T102029_T32UQD,2019-04-22,1.199299,-1,1
1_LC08_193023_20190507,2019-05-07,41.19,20190507T102031_20190507T102226_T32UQD,2019-05-07,40.451578,0,0
1_LC08_193023_20190523,2019-05-23,36.16,20190524T101031_20190524T101129_T32UQD,2019-05-24,72.313048,-1,1
1_LC08_193023_20190608,2019-06-08,91.71,20190608T101029_20190608T101032_T32UQD,2019-06-08,93.327436,0,0
1_LC08_193023_20190624,2019-06-24,12.52,20190623T101031_20190623T101029_T32UQD,2019-06-23,8.426555,1,1
1_LC08_193023_20190710,2019-07-10,53.26,20190711T102029_20190711T102032_T32UQD,2019-07-11,30.194333,-1,1
1_LC08_193023_20190726,2019-07-26,0.04,20190726T102031_20190726T102028_T32UQD,2019-07-26,0.001871,0,0
1_LC08_193023_20190811,2019-08-11,38.09,20190810T102029_20190810T102030_T32UQD,2019-08-10,44.735949,1,1
1_LC08_193023_20190827,2019-08-27,8.47,20190827T101029_20190827T101554_T32UQD,2019-08-27,10.050951,0,0
1_LC08_193023_20190912,2019-09-12,71.56,20190911T101021_20190911T101023_T32UQD,2019-09-11,0.971418,1,1
1_LC08_193023_20190928,2019-09-28,55.6,20190929T102029_20190929T102023_T32UQD,2019-09-29,77.233991,-1,1
1_LC08_193023_20191014,2019-10-14,7.98,20191014T102031_20191014T102207_T32UQD,2019-10-14,4.220273,0,0
1_LC08_193023_20191030,2019-10-30,4.99,20191029T102039_20191029T102520_T32UQD,2019-10-29,21.578351,1,1
1_LC08_193023_20200118,2020-01-18,38.2,20200117T102249_20200117T102248_T32UQD,2020-01-17,0.020746,1,1
1_LC08_193023_20200322,2020-03-22,9.88,20200322T102021_20200322T102446_T32UQD,2020-03-22,9.224343,0,0
1_LC08_193023_20200407,2020-04-07,0.01,20200406T101559_20200406T101807_T32UQD,2020-04-06,0.602098,1,1
1_LC08_193023_20200423,2020-04-23,0.01,20200423T100549_20200423T100736_T32UQD,2020-04-23,0.221445,0,0
1_LC08_193023_20200509,2020-05-09,16.48,20200508T101031_20200508T101029_T32UQD,2020-05-08,29.92958,1,1
1_LC08_193023_20200610,2020-06-10,71.86,20200610T102031_20200610T102029_T32UQD,2020-06-10,84.0287,0,0
1_LC08_193023_20200626,2020-06-26,31.63,20200625T101559_20200625T101903_T32UQD,2020-06-25,61.060052,1,1
1_LC08_193023_20200712,2020-07-12,49.11,20200712T100559_20200712T100556_T32UQD,2020-07-12,38.913489,0,0
1_LC08_193023_20200728,2020-07-28,50.89,20200727T101031_20200727T101605_T32UQD,2020-07-27,99.53623,1,1
1_LC08_193023_20200813,2020-08-13,18.51,20200814T101559_20200814T102222_T32UQD,2020-08-14,85.051109,-1,1
1_LC08_193023_20200829,2020-08-29,60.03,20200829T102031_20200829T102249_T32UQD,2020-08-29,69.673724,0,0
1_LC08_193023_20200914,2020-09-14,0.1,20200913T101629_20200913T102037_T32UQD,2020-09-13,64.11726,1,1
1_LC08_193023_20200930,2020-09-30,33.28,20200930T100729_20200930T101030_T32UQD,2020-09-30,2.707093,0,0
1_LC08_193023_20201117,2020-11-17,97.3,20201117T102321_20201117T102427_T32UQD,2020-11-17,99.515248,0,0
1_LC08_193023_20210120,2021-01-20,100.0,20210121T102239_20210121T102236_T32UQD,2021-01-21,47.611074,-1,1
1_LC08_193023_20210221,2021-02-21,10.76,20210220T101939_20210220T102440_T32UQD,2021-02-20,99.437226,1,1
1_LC08_193023_20210309,2021-03-09,20.31,20210309T100739_20210309T101254_T32UQD,2021-03-09,39.779779,0,0
1_LC08_193023_20210325,2021-03-25,29.71,20210324T101021_20210324T101023_T32UQD,2021-03-24,99.992616,1,1
1_LC08_193023_20210410,2021-04-10,78.23,20210411T101559_20210411T102418_T32UQD,2021-04-11,77.360027,-1,1
1_LC08_193023_20210426,2021-04-26,79.9,20210426T102021_20210426T102306_T32UQD,2021-04-26,72.414667,0,0
1_LC08_193023_20210528,2021-05-28,85.43,20210528T100559_20210528T100555_T32UQD,2021-05-28,81.92803,0,0
1_LC08_193023_20210629,2021-06-29,85.83,20210630T101559_20210630T101648_T32UQD,2021-06-30,100.0,-1,1
1_LC08_193023_20210715,2021-07-15,33.19,20210715T102031_20210715T102420_T32UQD,2021-07-15,14.486209,0,0
1_LC08_193023_20210731,2021-07-31,67.64,20210730T101559_20210730T102410_T32UQD,2021-07-30,39.425958,1,1
1_LC08_193023_20210816,2021-08-16,80.98,20210816T100559_20210816T101300_T32UQD,2021-08-16,61.012923,0,0
1_LC08_193023_20210901,2021-09-01,53.94,20210831T101031_20210831T101200_T32UQD,2021-08-31,98.165338,1,1
1_LC08_193023_20211003,2021-10-03,100.0,20211003T101851_20211003T101849_T32UQD,2021-10-03,99.705191,0,0
1_LC08_193023_20211019,2021-10-19,99.99,20211018T101939_20211018T102105_T32UQD,2021-10-18,97.786911,1,1
1_LC08_193023_20220224,2022-02-24,94.45,20220225T101909_20220225T101908_T32UQD,2022-02-25,85.324627,-1,1
1_LC08_193023_20220312,2022-03-12,0.01,20220312T101831_20220312T102427_T32UQD,2022-03-12,5.552239,0,0
1_LC08_193023_20220328,2022-03-28,35.55,20220327T101629_20220327T102055_T32UQD,2022-03-27,11.64443,1,1
1_LC08_193023_20220413,2022-04-13,64.14,20220413T100549_20220413T101101_T32UQD,2022-04-13,99.6351,0,0
1_LC08_193023_20220429,2022-04-29,25.52,20220428T100601_20220428T101302_T32UQD,2022-04-28,67.246521,1,1
1_LC08_193023_20220515,2022-05-15,7.39,20220516T101559_20220516T102309_T32UQD,2022-05-16,36.171183,-1,1
1_LC08_193023_20220531,2022-05-31,70.6,20220531T101611_20220531T101724_T32UQD,2022-05-31,66.570729,0,0
1_LC08_193023_20220616,2022-06-16,73.59,20220615T101559_20220615T102248_T32UQD,2022-06-15,41.045207,1,1
1_LC08_193023_20220702,2022-07-02,21.67,20220702T100559_20220702T101516_T32UQD,2022-07-02,23.515151,0,0
1_LC08_193023_20220718,2022-07-18,76.63,20220717T100611_20220717T100925_T32UQD,2022-07-17,67.139256,1,1
1_LC08_193023_20220803,2022-08-03,3.86,20220804T101559_20220804T102126_T32UQD,2022-08-04,19.814974,-1,1
1_LC08_193023_20220904,2022-09-04,12.69,20220903T101559_20220903T101826_T32UQD,2022-09-03,16.206069,1,1
1_LC08_193023_20220920,2022-09-20,49.0,20220920T100649_20220920T101319_T32UQD,2022-09-20,69.4525,0,0
1_LC08_193023_20221006,2022-10-06,28.64,20221005T100901_20221005T100901_T32UQD,2022-10-05,75.012881,1,1
1_LC08_193023_20221022,2022-10-22,90.32,20221023T102029_20221023T102023_T32UQD,2022-10-23,55.295068,-1,1
1_LC08_193023_20221107,2022-11-07,38.75,20221109T101139_20221109T101136_T32UQD,2022-11-09,67.562544,-2,2
1_LC08_193023_20221123,2022-11-23,81.99,20221122T102239_20221122T102240_T32UQD,2022-11-22,100.0,1,1
1_LC08_193023_20230227,2023-02-27,57.29,20230227T101029_20230227T101409_T32UQD,2023-02-27,93.586648,0,0
1_LC08_193023_20230315,2023-03-15,46.34,20230314T101021_20230314T101021_T32UQD,2023-03-14,99.365658,1,1
1_LC08_193023_20230502,2023-05-02,89.77,20230501T101559_20230501T102236_T32UQD,2023-05-01,92.073995,1,1
1_LC08_193023_20230518,2023-05-18,63.87,20230518T100559_20230518T100558_T32UQD,2023-05-18,67.099988,0,0
1_LC08_193023_20230603,2023-06-03,3.15,20230602T100601_20230602T100832_T32UQD,2023-06-02,56.122482,1,1
1_LC08_193023_20230619,2023-06-19,95.13,20230620T101559_20230620T102203_T32UQD,2023-06-20,100.0,-1,1
1_LC08_193023_20230705,2023-07-05,87.89,20230705T101601_20230705T101730_T32UQD,2023-07-05,93.075305,0,0
1_LC08_193023_20230721,2023-07-21,99.94,20230720T101609_20230720T102132_T32UQD,2023-07-20,80.586255,1,1
1_LC08_193023_20230822,2023-08-22,68.87,20230821T100601_20230821T101414_T32UQD,2023-08-21,56.737334,1,1
1_LC08_193023_20230907,2023-09-07,0.6,20230908T101559_20230908T102441_T32UQD,2023-09-08,0.000899,-1,1
1_LC08_193023_20230923,2023-09-23,67.52,20230923T101731_20230923T102440_T32UQD,2023-09-23,69.935769,0,0
1_LC08_193023_20231025,2023-10-25,83.11,20231025T101029_20231025T101025_T32UQD,2023-10-25,71.158981,0,0
1_LC08_193023_20231110,2023-11-10,82.95,20231109T101231_20231109T101230_T32UQD,2023-11-09,100.0,1,1
1_LC08_193023_20231126,2023-11-26,41.81,20231127T102259_20231127T102253_T32UQD,2023-11-27,100.0,-1,1
1_LC08_193023_20240129,2024-01-29,30.84,20240128T101301_20240128T101353_T32UQD,2024-01-28,7.41124,1,1
1_LC08_193023_20240301,2024-03-01,59.2,20240301T101941_20240301T102318_T32UQD,2024-03-01,75.863779,0,0
1_LC08_193023_20240317,2024-03-17,67.44,20240316T101649_20240316T102010_T32UQD,2024-03-16,99.439549,1,1
1_LC08_193023_20240418,2024-04-18,65.6,20240417T100601_20240417T101317_T32UQD,2024-04-17,58.995122,1,1
1_LC08_193023_20240504,2024-05-04,89.54,20240505T101559_20240505T102341_T32UQD,2024-05-05,80.353594,-1,1
1_LC08_193023_20240520,2024-05-20,50.55,20240520T102021_20240520T102445_T32UQD,2024-05-20,73.545879,0,0
1_LC08_193023_20240621,2024-06-21,55.66,20240621T100559_20240621T101011_T32UQD,2024-06-21,98.440415,0,0
1_LC08_193023_20240707,2024-07-07,34.39,20240706T100601_20240706T101433_T32UQD,2024-07-06,50.992948,1,1
1_LC08_193023_20240723,2024-07-23,16.97,20240724T101559_20240724T102209_T32UQD,2024-07-24,55.769557,-1,1
1_LC08_193023_20240808,2024-08-08,87.23,20240808T102021_20240808T102301_T32UQD,2024-08-08,94.18757,0,0
1_LC08_193023_20240824,2024-08-24,1.7,20240823T101559_20240823T101557_T32UQD,2024-08-23,58.15028,1,1
1_LC08_193023_20240925,2024-09-25,84.16,20240924T100741_20240924T101443_T32UQD,2024-09-24,99.998927,1,1
1_LC08_193023_20241011,2024-10-11,12.34,20241012T101859_20241012T101854_T32UQD,2024-10-12,58.879316,-1,1
1_LC08_193023_20241027,2024-10-27,52.9,20241027T102131_20241027T102507_T32UQD,2024-10-27,51.451868,0,0
1_LC08_193023_20250131,2025-01-31,71.78,20250130T102159_20250130T102158_T32UQD,2025-01-30,99.406135,1,1
1_LC08_193023_20250216,2025-02-16,47.85,20250216T101029_20250216T101245_T32UQD,2025-02-16,72.616613,0,0
1_LC08_193023_20250304,2025-03-04,10.19,20250303T100951_20250303T100946_T32UQD,2025-03-03,3.12452,1,1
1_LC08_193023_20250320,2025-03-20,0.01,20250321T101629_20250321T102332_T32UQD,2025-03-21,0.004157,-1,1
1_LC08_193023_20250405,2025-04-05,24.99,20250405T102041_20250405T102051_T32UQD,2025-04-05,54.601812,0,0
1_LC08_193023_20250421,2025-04-21,87.3,20250420T101559_20250420T102320_T32UQD,2025-04-20,2.210859,1,1
1_LC08_193023_20250507,2025-05-07,34.12,20250507T100559_20250507T100555_T32UQD,2025-05-07,58.321428,0,0
1_LC08_193023_20250523,2025-05-23,66.91,20250522T100611_20250522T100920_T32UQD,2025-05-22,77.26329,1,1
1_LC08_193023_20250608,2025-06-08,77.87,20250609T101559_20250609T101557_T32UQD,2025-06-09,82.420361,-1,1
1_LC08_193023_20250710,2025-07-10,64.18,20250709T101559_20250709T101602_T32UQD,2025-07-09,99.739027,1,1
1_LC08_193023_20250811,2025-08-11,6.8,20250812T100701_20250812T100700_T32UQD,2025-08-12,6.394698,-1,1
1_LC08_193023_20250827,2025-08-27,57.67,20250828T101559_20250828T102319_T32UQD,2025-08-28,100.0,-1,1
1_LC08_193023_20250912,2025-09-12,60.28,20250912T101641_20250912T102412_T32UQD,2025-09-12,43.638745,0,0
1_LC08_193023_20250928,2025-09-28,4.23,20250927T101709_20250927T102510_T32UQD,2025-09-27,0.079283,1,1
1_LC08_193024_20170501,2017-05-01,62.33,20170504T101031_20170504T101349_T32UQD,2017-05-04,100.0,-3,3
1_LC08_193024_20170517,2017-05-17,7.77,20170517T102031_20170517T102352_T32UQD,2017-05-17,51.2793,0,0
1_LC08_193024_20170602,2017-06-02,1.26,20170603T101031_20170603T101026_T32UQD,2017-06-03,100.0,-1,1
1_LC08_193024_20170618,2017-06-18,22.19,20170618T101029_20170618T101332_T33UVU,2017-06-18,1.847243,0,0
1_LC08_193024_20170704,2017-07-04,58.19,20170703T101021_20170703T101041_T32UQD,2017-07-03,37.1444,1,1
1_LC08_193024_20170720,2017-07-20,33.7,20170723T101031_20170723T101029_T32UQD,2017-07-23,100.0,-3,3
1_LC08_193024_20170805,2017-08-05,67.29,20170805T102031_20170805T102535_T32UQD,2017-08-05,99.3652,0,0
1_LC08_193024_20170821,2017-08-21,65.13,20170822T101031_20170822T101057_T32UQD,2017-08-22,92.3008,-1,1
1_LC08_193024_20170922,2017-09-22,71.41,20170921T101021_20170921T101436_T32UQD,2017-09-21,73.4372,1,1
1_LC08_193024_20171008,2017-10-08,85.29,20171011T101021_20171011T101146_T32UQD,2017-10-11,100.0,-3,3
1_LC08_193024_20171024,2017-10-24,97.68,20171024T102111_20171024T102105_T32UQD,2017-10-24,99.9647,0,0
1_LC08_193024_20180213,2018-02-13,5.84,20180213T101119_20180213T101118_T32UQD,2018-02-13,0.0,0,0
1_LC08_193024_20180301,2018-03-01,4.15,20180228T101021_20180228T101021_T32UQD,2018-02-28,28.395,1,1
1_LC08_193024_20180317,2018-03-17,95.44,20180318T102019_20180318T102016_T32UQD,2018-03-18,55.1802,-1,1
1_LC08_193024_20180402,2018-04-02,39.21,20180402T102021_20180402T102435_T32UQD,2018-04-02,10.47585,0,0
1_LC08_193024_20180418,2018-04-18,0.03,20180417T102019_20180417T102021_T32UQD,2018-04-17,2.940254,1,1
1_LC08_193024_20180504,2018-05-04,22.58,20180504T101029_20180504T101023_T32UQD,2018-05-04,0.614183,0,0
1_LC08_193024_20180520,2018-05-20,0.04,20180519T101031_20180519T101207_T32UQD,2018-05-19,61.405043,1,1
1_LC08_193024_20180605,2018-06-05,80.81,20180606T102019_20180606T102512_T32UQD,2018-06-06,0.583612,-1,1
1_LC08_193024_20180621,2018-06-21,85.58,20180621T102021_20180621T102316_T32UQD,2018-06-21,93.065924,0,0
1_LC08_193024_20180707,2018-07-07,14.03,20180706T102019_20180706T102022_T32UQD,2018-07-06,99.584756,1,1
1_LC08_193024_20180723,2018-07-23,8.99,20180723T101019_20180723T101036_T32UQD,2018-07-23,4.13032,0,0
1_LC08_193024_20180808,2018-08-08,30.12,20180807T101021_20180807T101024_T32UQD,2018-08-07,0.431424,1,1
1_LC08_193024_20180824,2018-08-24,93.82,20180825T102019_20180825T102015_T32UQD,2018-08-25,75.535741,-1,1
1_LC08_193024_20180909,2018-09-09,40.35,20180909T102021_20180909T102205_T32UQD,2018-09-09,0.768542,0,0
1_LC08_193024_20180925,2018-09-25,28.05,20180924T102019_20180924T102016_T32UQD,2018-09-24,45.388723,1,1
1_LC08_193024_20181011,2018-10-11,0.08,20181011T101019_20181011T101020_T32UQD,2018-10-11,0.000624,0,0
1_LC08_193024_20181027,2018-10-27,88.34,20181026T101111_20181026T101108_T32UQD,2018-10-26,99.591953,1,1
1_LC08_193024_20181112,2018-11-12,73.99,20181110T101239_20181110T101317_T32UQD,2018-11-10,93.43213,2,2
1_LC08_193024_20181128,2018-11-28,6.2,20181128T102351_20181128T102346_T32UQD,2018-11-28,0.054645,0,0
1_LC08_193024_20190131,2019-01-31,19.46,20190201T102249_20190201T102243_T32UQD,2019-02-01,98.691727,-1,1
1_LC08_193024_20190216,2019-02-16,0.3,20190216T102111_20190216T102131_T32UQD,2019-02-16,0.001523,0,0
1_LC08_193024_20190304,2019-03-04,69.61,20190303T102019_20190303T102242_T32UQD,2019-03-03,99.999984,1,1
1_LC08_193024_20190320,2019-03-20,10.49,20190320T101029_20190320T101437_T32UQD,2019-03-20,15.491446,0,0
1_LC08_193024_20190405,2019-04-05,79.18,20190404T101031_20190404T101025_T32UQD,2019-04-04,28.63746,1,1
1_LC08_193024_20190421,2019-04-21,0.02,20190422T102029_20190422T102029_T32UQD,2019-04-22,1.199299,-1,1
1_LC08_193024_20190507,2019-05-07,63.15,20190507T102031_20190507T102226_T32UQD,2019-05-07,40.451578,0,0
1_LC08_193024_20190523,2019-05-23,33.57,20190524T101031_20190524T101129_T32UQD,2019-05-24,72.313048,-1,1
1_LC08_193024_20190608,2019-06-08,77.27,20190608T101029_20190608T101032_T32UQD,2019-06-08,93.327436,0,0
1_LC08_193024_20190624,2019-06-24,0.03,20190623T101031_20190623T101029_T32UQD,2019-06-23,8.426555,1,1
1_LC08_193024_20190710,2019-07-10,21.5,20190711T102029_20190711T102032_T32UQD,2019-07-11,30.194333,-1,1
1_LC08_193024_20190726,2019-07-26,0.16,20190726T102031_20190726T102028_T32UQD,2019-07-26,0.001871,0,0
1_LC08_193024_20190811,2019-08-11,35.42,20190810T102029_20190810T102030_T32UQD,2019-08-10,44.735949,1,1
1_LC08_193024_20190827,2019-08-27,38.23,20190827T101029_20190827T101554_T32UQD,2019-08-27,10.050951,0,0
1_LC08_193024_20190912,2019-09-12,88.31,20190911T101021_20190911T101023_T32UQD,2019-09-11,0.971418,1,1
1_LC08_193024_20190928,2019-09-28,58.87,20190929T102029_20190929T102023_T32UQD,2019-09-29,77.233991,-1,1
1_LC08_193024_20191014,2019-10-14,4.84,20191014T102031_20191014T102207_T32UQD,2019-10-14,4.220273,0,0
