landsat_id,landsat_date,landsat_cloud_pct,s2_id,s2_date,s2_cloud_pct,delta_days,abs_delta_days
1_LC08_193024_20191030,2019-10-30,30.93,20191029T102039_20191029T102520_T32UQD,2019-10-29,21.578351,1,1
1_LC08_193024_20191115,2019-11-15,93.09,20191115T101209_20191115T101203_T32UQD,2019-11-15,97.377912,0,0
1_LC08_193024_20191201,2019-12-01,99.91,20191130T101401_20191130T101406_T32UQD,2019-11-30,6.229167,1,1
1_LC08_193024_20200118,2020-01-18,81.54,20200117T102249_20200117T102248_T32UQD,2020-01-17,0.020746,1,1
1_LC08_193024_20200322,2020-03-22,12.52,20200322T102021_20200322T102446_T32UQD,2020-03-22,9.224343,0,0
1_LC08_193024_20200407,2020-04-07,16.48,20200406T101559_20200406T101807_T32UQD,2020-04-06,0.602098,1,1
1_LC08_193024_20200423,2020-04-23,0.02,20200423T100549_20200423T100736_T32UQD,2020-04-23,0.221445,0,0
1_LC08_193024_20200509,2020-05-09,38.72,20200508T101031_20200508T101029_T32UQD,2020-05-08,29.92958,1,1
1_LC08_193024_20200610,2020-06-10,89.43,20200610T102031_20200610T102029_T32UQD,2020-06-10,84.0287,0,0
1_LC08_193024_20200626,2020-06-26,44.88,20200625T101559_20200625T101903_T32UQD,2020-06-25,61.060052,1,1
1_LC08_193024_20200712,2020-07-12,45.25,20200712T100559_20200712T100556_T32UQD,2020-07-12,38.913489,0,0
1_LC08_193024_20200728,2020-07-28,67.6,20200727T101031_20200727T101605_T32UQD,2020-07-27,99.53623,1,1
1_LC08_193024_20200813,2020-08-13,75.34,20200814T101559_20200814T102222_T32UQD,2020-08-14,85.051109,-1,1
1_LC08_193024_20200829,2020-08-29,62.78,20200829T102031_20200829T102249_T32UQD,2020-08-29,69.673724,0,0
1_LC08_193024_20200914,2020-09-14,4.67,20200913T101629_20200913T102037_T32UQD,2020-09-13,64.11726,1,1
1_LC08_193024_20200930,2020-09-30,30.03,20200930T100729_20200930T101030_T32UQD,2020-09-30,2.707093,0,0
1_LC08_193024_20210120,2021-01-20,94.45,20210121T102239_20210121T102236_T32UQD,2021-01-21,47.611074,-1,1
1_LC08_193024_20210221,2021-02-21,1.42,20210220T101939_20210220T102440_T32UQD,2021-02-20,99.437226,1,1
1_LC08_193024_20210309,2021-03-09,75.99,20210309T100739_20210309T101254_T32UQD,2021-03-09,39.779779,0,0
1_LC08_193024_20210325,2021-03-25,20.17,20210324T101021_20210324T101023_T32UQD,2021-03-24,99.992616,1,1
1_LC08_193024_20210426,2021-04-26,30.11,20210426T102021_20210426T102306_T32UQD,2021-04-26,72.414667,0,0
1_LC08_193024_20210528,2021-05-28,77.28,20210528T100559_20210528T100555_T32UQD,2021-05-28,81.92803,0,0
1_LC08_193024_20210715,2021-07-15,65.88,20210715T102031_20210715T102420_T32UQD,2021-07-15,14.486209,0,0
1_LC08_193024_20210731,2021-07-31,38.89,20210730T101559_20210730T102410_T32UQD,2021-07-30,39.425958,1,1
1_LC08_193024_20210816,2021-08-16,41.06,20210816T100559_20210816T101300_T32UQD,2021-08-16,61.012923,0,0
1_LC08_193024_20210901,2021-09-01,47.51,20210831T101031_20210831T101200_T32UQD,2021-08-31,98.165338,1,1
1_LC08_193024_20211003,2021-10-03,83.3,20211003T101851_20211003T101849_T32UQD,2021-10-03,99.705191,0,0
1_LC08_193024_20211019,2021-10-19,99.93,20211018T101939_20211018T102105_T32UQD,2021-10-18,97.786911,1,1
1_LC08_193024_20220107,2022-01-07,96.72,20220106T102319_20220106T102345_T32UQD,2022-01-06,0.87984,1,1
1_LC08_193024_20220224,2022-02-24,100.0,20220225T101909_20220225T101908_T32UQD,2022-02-25,85.324627,-1,1
1_LC08_193024_20220312,2022-03-12,1.57,20220312T101831_20220312T102427_T32UQD,2022-03-12,5.552239,0,0
1_LC08_193024_20220328,2022-03-28,0.46,20220327T101629_20220327T102055_T32UQD,2022-03-27,11.64443,1,1
1_LC08_193024_20220413,2022-04-13,72.87,20220413T100549_20220413T101101_T32UQD,2022-04-13,99.6351,0,0
1_LC08_193024_20220429,2022-04-29,59.07,20220428T100601_20220428T101302_T32UQD,2022-04-28,67.246521,1,1
1_LC08_193024_20220515,2022-05-15,2.01,20220516T101559_20220516T102309_T32UQD,2022-05-16,36.171183,-1,1
1_LC08_193024_20220531,2022-05-31,29.87,20220531T101611_20220531T101724_T32UQD,2022-05-31,66.570729,0,0
1_LC08_193024_20220616,2022-06-16,53.71,20220615T101559_20220615T102248_T32UQD,2022-06-15,41.045207,1,1
1_LC08_193024_20220702,2022-07-02,24.17,20220702T100559_20220702T101516_T32UQD,2022-07-02,23.515151,0,0
1_LC08_193024_20220718,2022-07-18,42.96,20220717T100611_20220717T100925_T32UQD,2022-07-17,67.139256,1,1
1_LC08_193024_20220803,2022-08-03,3.7,20220804T101559_20220804T102126_T32UQD,2022-08-04,19.814974,-1,1
1_LC08_193024_20220904,2022-09-04,27.34,20220903T101559_20220903T101826_T32UQD,2022-09-03,16.206069,1,1
1_LC08_193024_20220920,2022-09-20,68.45,20220920T100649_20220920T101319_T32UQD,2022-09-20,69.4525,0,0
1_LC08_193024_20221006,2022-10-06,21.56,20221005T100901_20221005T100901_T32UQD,2022-10-05,75.012881,1,1
1_LC08_193024_20221022,2022-10-22,58.64,20221023T102029_20221023T102023_T32UQD,2022-10-23,55.295068,-1,1
1_LC08_193024_20221107,2022-11-07,53.39,20221109T101139_20221109T101136_T32UQD,2022-11-09,67.562544,-2,2
1_LC08_193024_20221123,2022-11-23,50.27,20221122T102239_20221122T102240_T32UQD,2022-11-22,100.0,1,1
1_LC08_193024_20230227,2023-02-27,77.01,20230227T101029_20230227T101409_T32UQD,2023-02-27,93.586648,0,0
1_LC08_193024_20230315,2023-03-15,80.07,20230314T101021_20230314T101021_T32UQD,2023-03-14,99.365658,1,1
1_LC08_193024_20230518,2023-05-18,70.12,20230518T100559_20230518T100558_T32UQD,2023-05-18,67.099988,0,0
1_LC08_193024_20230603,2023-06-03,3.1,20230602T100601_20230602T100832_T32UQD,2023-06-02,56.122482,1,1
1_LC08_193024_20230619,2023-06-19,74.92,20230620T101559_20230620T102203_T32UQD,2023-06-20,100.0,-1,1
1_LC08_193024_20230705,2023-07-05,91.63,20230705T101601_20230705T101730_T32UQD,2023-07-05,93.075305,0,0
1_LC08_193024_20230721,2023-07-21,99.91,20230720T101609_20230720T102132_T32UQD,2023-07-20,80.586255,1,1
1_LC08_193024_20230822,2023-08-22,42.03,20230821T100601_20230821T101414_T32UQD,2023-08-21,56.737334,1,1
1_LC08_193024_20230907,2023-09-07,0.06,20230908T101559_20230908T102441_T32UQD,2023-09-08,0.000899,-1,1
1_LC08_193024_20230923,2023-09-23,53.62,20230923T101731_20230923T102440_T32UQD,2023-09-23,69.935769,0,0
1_LC08_193024_20231025,2023-10-25,39.52,20231025T101029_20231025T101025_T32UQD,2023-10-25,71.158981,0,0
1_LC08_193024_20231110,2023-11-10,95.08,20231109T101231_20231109T101230_T32UQD,2023-11-09,100.0,1,1
1_LC08_193024_20231126,2023-11-26,32.57,20231127T102259_20231127T102253_T32UQD,2023-11-27,100.0,-1,1
1_LC08_193024_20231212,2023-12-12,79.75,20231212T102421_20231212T102423_T32UQD,2023-12-12,84.987706,0,0
1_LC08_193024_20240129,2024-01-29,19.61,20240128T101301_20240128T101353_T32UQD,2024-01-28,7.41124,1,1
1_LC08_193024_20240301,2024-03-01,92.35,20240301T101941_20240301T102318_T32UQD,2024-03-01,75.863779,0,0
1_LC08_193024_20240317,2024-03-17,48.2,20240316T101649_20240316T102010_T32UQD,2024-03-16,99.439549,1,1
1_LC08_193024_20240402,2024-04-02,71.14,20240402T100549_20240402T101127_T32UQD,2024-04-02,80.18018,0,0
1_LC08_193024_20240418,2024-04-18,70.5,20240417T100601_20240417T101317_T32UQD,2024-04-17,58.995122,1,1
1_LC08_193024_20240504,2024-05-04,82.32,20240505T101559_20240505T102341_T32UQD,2024-05-05,80.353594,-1,1
1_LC08_193024_20240520,2024-05-20,57.8,20240520T102021_20240520T102445_T32UQD,2024-05-20,73.545879,0,0
1_LC08_193024_20240621,2024-06-21,76.66,20240621T100559_20240621T101011_T32UQD,2024-06-21,98.440415,0,0
1_LC08_193024_20240707,2024-07-07,42.62,20240706T100601_20240706T101433_T32UQD,2024-07-06,50.992948,1,1
1_LC08_193024_20240723,2024-07-23,36.76,20240724T101559_20240724T102209_T32UQD,2024-07-24,55.769557,-1,1
1_LC08_193024_20240808,2024-08-08,97.84,20240808T102021_20240808T102301_T32UQD,2024-08-08,94.18757,0,0
1_LC08_193024_20240824,2024-08-24,0.04,20240823T101559_20240823T101557_T32UQD,2024-08-23,58.15028,1,1
1_LC08_193024_20240925,2024-09-25,89.2,20240924T100741_20240924T101443_T32UQD,2024-09-24,99.998927,1,1
1_LC08_193024_20241011,2024-10-11,49.32,20241012T101859_20241012T101854_T32UQD,2024-10-12,58.879316,-1,1
1_LC08_193024_20241027,2024-10-27,58.12,20241027T102131_20241027T102507_T32UQD,2024-10-27,51.451868,0,0
1_LC08_193024_20250131,2025-01-31,49.41,20250130T102159_20250130T102158_T32UQD,2025-01-30,99.406135,1,1
1_LC08_193024_20250216,2025-02-16,49.18,20250216T101029_20250216T101245_T32UQD,2025-02-16,72.616613,0,0
1_LC08_193024_20250304,2025-03-04,25.87,20250303T100951_20250303T100946_T32UQD,2025-03-03,3.12452,1,1
1_LC08_193024_20250320,2025-03-20,0.05,20250321T101629_20250321T102332_T32UQD,2025-03-21,0.004157,-1,1
1_LC08_193024_20250405,2025-04-05,35.64,20250405T102041_20250405T102051_T32UQD,2025-04-05,54.601812,0,0
1_LC08_193024_20250507,2025-05-07,41.03,20250507T100559_20250507T100555_T32UQD,2025-05-07,58.321428,0,0
1_LC08_193024_20250523,2025-05-23,60.66,20250522T100611_20250522T100920_T32UQD,2025-05-22,77.26329,1,1
1_LC08_193024_20250608,2025-06-08,50.75,20250609T101559_20250609T101557_T32UQD,2025-06-09,82.420361,-1,1
1_LC08_193024_20250624,2025-06-24,79.34,20250624T101621_20250624T101618_T32UQD,2025-06-24,99.992996,0,0
1_LC08_193024_20250710,2025-07-10,56.15,20250709T101559_20250709T101602_T32UQD,2025-07-09,99.739027,1,1
1_LC08_193024_20250811,2025-08-11,2.1,20250812T100701_20250812T100700_T32UQD,2025-08-12,6.394698,-1,1
1_LC08_193024_20250827,2025-08-27,33.61,20250828T101559_20250828T102319_T32UQD,2025-08-28,100.0,-1,1
1_LC08_193024_20250912,2025-09-12,43.43,20250912T101641_20250912T102412_T32UQD,2025-09-12,43.638745,0,0
1_LC08_193024_20250928,2025-09-28,20.63,20250927T101709_20250927T102510_T32UQD,2025-09-27,0.079283,1,1
1_LC08_194023_20170524,2017-05-24,71.26,20170524T101031_20170524T101353_T32UQD,2017-05-24,96.272,0,0
1_LC08_194023_20170609,2017-06-09,36.49,20170606T102031_20170606T102456_T32UQD,2017-06-06,39.5137,3,3
1_LC08_194023_20170711,2017-07-11,81.03,20170713T101031_20170713T101119_T32UQD,2017-07-13,78.2025,-2,2
1_LC08_194023_20170828,2017-08-28,18.08,20170830T102019_20170830T102531_T33UVT,2017-08-30,0.034358,-2,2
1_LC08_194023_20170913,2017-09-13,86.34,20170914T102021_20170914T102020_T32UQD,2017-09-14,93.2701,-1,1
1_LC08_194023_20170929,2017-09-29,31.81,20170929T102009_20170929T102007_T33UUT,2017-09-29,0.247073,0,0
1_LC08_194023_20171015,2017-10-15,19.16,20171014T102021_20171014T102235_T32UQD,2017-10-14,95.1129,1,1
1_LC08_194023_20171116,2017-11-16,100.0,20171113T102251_20171113T102254_T32UQD,2017-11-13,63.8153,3,3
1_LC08_194023_20180204,2018-02-04,76.6,20180203T101219_20180203T101237_T32UQD,2018-02-03,100.0,1,1
1_LC08_194023_20180220,2018-02-20,8.53,20180221T102031_20180221T102033_T32UQD,2018-02-21,95.856,-1,1
1_LC08_194023_20180308,2018-03-08,91.47,20180308T102019_20180308T102241_T33UUT,2018-03-08,34.9532,0,0
1_LC08_194023_20180324,2018-03-24,48.06,20180323T102021_20180323T102021_T32UQD,2018-03-23,99.998224,1,1
1_LC08_194023_20180409,2018-04-09,0.19,20180409T101031_20180409T101343_T32UQD,2018-04-09,0.341455,0,0
1_LC08_194023_20180425,2018-04-25,64.87,20180424T101029_20180424T101526_T32UQD,2018-04-24,100.0,1,1
1_LC08_194023_20180511,2018-05-11,47.56,20180512T102031_20180512T102148_T32UQD,2018-05-12,51.008669,-1,1
1_LC08_194023_20180527,2018-05-27,32.33,20180529T101031_20180529T101225_T32UQD,2018-05-29,0.000924,-2,2
1_LC08_194023_20180628,2018-06-28,13.26,20180628T101031_20180628T101358_T32UQD,2018-06-28,95.152953,0,0
1_LC08_194023_20180714,2018-07-14,61.28,20180713T101029_20180713T101023_T32UQD,2018-07-13,22.545744,1,1
1_LC08_194023_20180730,2018-07-30,49.04,20180731T102021_20180731T102024_T32UQD,2018-07-31,0.845736,-1,1
1_LC08_194023_20180815,2018-08-15,79.08,20180815T102019_20180815T102017_T32UQD,2018-08-15,74.642949,0,0
1_LC08_194023_20180831,2018-08-31,79.45,20180830T102021_20180830T102524_T32UQD,2018-08-30,99.36353,1,1
1_LC08_194023_20180916,2018-09-16,57.33,20180916T101021_20180916T101512_T32UQD,2018-09-16,95.963185,0,0
1_LC08_194023_20181103,2018-11-03,28.54,20181103T102159_20181103T102338_T32UQD,2018-11-03,73.680206,0,0
1_LC08_194023_20190122,2019-01-22,54.4,20190122T102329_20190122T102330_T32UQD,2019-01-22,49.919075,0,0
1_LC08_194023_20190223,2019-02-23,58.33,20190223T101021_20190223T101031_T32UQD,2019-02-23,62.481506,0,0
1_LC08_194023_20190514,2019-05-14,57.01,20190514T101031_20190514T101441_T32UQD,2019-05-14,78.878629,0,0
1_LC08_194023_20190530,2019-05-30,58.29,20190529T101039_20190529T101232_T32UQD,2019-05-29,28.627289,1,1
1_LC08_194023_20190615,2019-06-15,63.82,20190616T102031_20190616T102027_T32UQD,2019-06-16,89.428061,-1,1
1_LC08_194023_20190701,2019-07-01,44.88,20190701T102029_20190701T102032_T32UQD,2019-07-01,36.723208,0,0
1_LC08_194023_20190717,2019-07-17,46.13,20190716T102031_20190716T102028_T32UQD,2019-07-16,99.21222,1,1
1_LC08_194023_20190802,2019-08-02,73.13,20190802T101031_20190802T101344_T32UQD,2019-08-02,45.748357,0,0
1_LC08_194023_20190919,2019-09-19,61.64,20190919T102019_20190919T102022_T32UQD,2019-09-19,55.630609,0,0
1_LC08_194023_20191005,2019-10-05,63.45,20191004T102031_20191004T102025_T32UQD,2019-10-04,88.228298,1,1
1_LC08_194023_20191021,2019-10-21,99.97,20191021T101041_20191021T101549_T32UQD,2019-10-21,99.864748,0,0
1_LC08_194023_20191122,2019-11-22,87.47,20191123T102341_20191123T102417_T32UQD,2019-11-23,93.699664,-1,1
1_LC08_194023_20200210,2020-02-10,91.06,20200211T102141_20200211T102138_T32UQD,2020-02-11,90.439909,-1,1
1_LC08_194023_20200414,2020-04-14,19.94,20200413T100549_20200413T101353_T32UQD,2020-04-13,55.695675,1,1
1_LC08_194023_20200516,2020-05-16,65.55,20200516T101559_20200516T102113_T32UQD,2020-05-16,63.372318,0,0
1_LC08_194023_20200601,2020-06-01,0.01,20200531T102031_20200531T102434_T32UQD,2020-05-31,18.031512,1,1
1_LC08_194023_20200617,2020-06-17,8.0,20200617T101031_20200617T101113_T32UQD,2020-06-17,23.815385,0,0
1_LC08_194023_20200703,2020-07-03,75.79,20200702T100559_20200702T100651_T32UQD,2020-07-02,80.057899,1,1
1_LC08_194023_20200719,2020-07-19,49.47,20200720T102031_20200720T102321_T32UQD,2020-07-20,72.220949,-1,1
1_LC08_194023_20200804,2020-08-04,58.93,20200804T101559_20200804T101730_T32UQD,2020-08-04,67.489037,0,0
1_LC08_194023_20200820,2020-08-20,48.07,20200819T102031_20200819T102257_T32UQD,2020-08-19,29.628705,1,1
1_LC08_194023_20200905,2020-09-05,89.72,20200905T101031_20200905T101029_T32UQD,2020-09-05,94.138048,0,0
1_LC08_194023_20200921,2020-09-21,0.03,20200920T100649_20200920T100649_T32UQD,2020-09-20,23.060626,1,1
1_LC08_194023_20201023,2020-10-23,75.97,20201023T102029_20201023T102450_T32UQD,2020-10-23,75.763258,0,0
1_LC08_194023_20201124,2020-11-24,87.82,20201124T101341_20201124T101416_T32UQD,2020-11-24,99.995485,0,0
1_LC08_194023_20210127,2021-01-27,60.68,20210126T102311_20210126T102424_T32UQD,2021-01-26,45.514457,1,1
1_LC08_194023_20210212,2021-02-12,6.69,20210212T101131_20210212T101311_T32UQD,2021-02-12,8.34342,0,0
1_LC08_194023_20210316,2021-03-16,64.82,20210317T102021_20210317T102420_T32UQD,2021-03-17,87.88827,-1,1
1_LC08_194023_20210401,2021-04-01,79.01,20210401T101559_20210401T102326_T32UQD,2021-04-01,89.085118,0,0
1_LC08_194023_20210417,2021-04-17,71.6,20210416T102021_20210416T102241_T32UQD,2021-04-16,46.397144,1,1
1_LC08_194023_20210519,2021-05-19,48.53,20210518T100559_20210518T101303_T32UQD,2021-05-18,90.566213,1,1
1_LC08_194023_20210604,2021-06-04,30.5,20210605T102021_20210605T102024_T32UQD,2021-06-05,17.208704,-1,1
1_LC08_194023_20210620,2021-06-20,30.36,20210620T101559_20210620T101557_T32UQD,2021-06-20,20.393768,0,0
1_LC08_194023_20210706,2021-07-06,39.49,20210705T102031_20210705T102026_T32UQD,2021-07-05,86.735758,1,1
1_LC08_194023_20210722,2021-07-22,64.22,20210722T101031_20210722T101419_T32UQD,2021-07-22,78.535187,0,0
1_LC08_194023_20210807,2021-08-07,63.77,20210806T100559_20210806T101207_T32UQD,2021-08-06,16.004177,1,1
1_LC08_194023_20210823,2021-08-23,20.34,20210824T102031_20210824T102025_T32UQD,2021-08-24,52.457178,-1,1
1_LC08_194023_20210908,2021-09-08,1.66,20210908T101559_20210908T102114_T32UQD,2021-09-08,2.00998,0,0
1_LC08_194023_20211010,2021-10-10,18.45,20211010T100941_20211010T101120_T32UQD,2021-10-10,0.984179,0,0
1_LC08_194023_20211111,2021-11-11,96.9,20211112T102251_20211112T102423_T32UQD,2021-11-12,98.158443,-1,1
1_LC08_194023_20220130,2022-01-30,62.2,20220131T102251_20220131T102247_T32UQD,2022-01-31,99.776143,-1,1
1_LC08_194023_20220303,2022-03-03,92.28,20220302T101941_20220302T102050_T32UQD,2022-03-02,48.935667,1,1
1_LC08_194023_20220319,2022-03-19,7.97,20220319T100731_20220319T101418_T32UQD,2022-03-19,12.856357,0,0
1_LC08_194023_20220420,2022-04-20,68.82,20220421T101601_20220421T102238_T32UQD,2022-04-21,100.0,-1,1
1_LC08_194023_20220506,2022-05-06,25.54,20220506T101559_20220506T102302_T32UQD,2022-05-06,39.854425,0,0
1_LC08_194023_20220522,2022-05-22,86.42,20220521T101601_20220521T102207_T32UQD,2022-05-21,87.690347,1,1
1_LC08_194023_20220607,2022-06-07,55.92,20220607T100601_20220607T100834_T32UQD,2022-06-07,72.697264,0,0
1_LC08_194023_20220623,2022-06-23,0.01,20220622T100559_20220622T101515_T32UQD,2022-06-22,1.072535,1,1
1_LC08_194023_20220709,2022-07-09,81.42,20220710T101611_20220710T101820_T32UQD,2022-07-10,91.119623,-1,1
1_LC08_194023_20220725,2022-07-25,42.85,20220725T101559_20220725T102250_T32UQD,2022-07-25,33.472484,0,0
1_LC08_194023_20220810,2022-08-10,8.06,20220809T102041_20220809T102107_T32UQD,2022-08-09,24.06688,1,1
1_LC08_194023_20220826,2022-08-26,46.82,20220826T100611_20220826T100933_T32UQD,2022-08-26,65.53089,0,0
1_LC08_194023_20220911,2022-09-11,64.5,20220910T100559_20220910T101108_T32UQD,2022-09-10,44.569644,1,1
1_LC08_194023_20221013,2022-10-13,95.32,20221013T101859_20221013T102100_T32UQD,2022-10-13,93.991244,0,0
1_LC08_194023_20221029,2022-10-29,65.88,20221028T102131_20221028T102131_T32UQD,2022-10-28,15.965044,1,1
1_LC08_194023_20221114,2022-11-14,20.16,20221114T101301_20221114T101258_T32UQD,2022-11-14,3.864754,0,0
1_LC08_194023_20230202,2023-02-02,49.81,20230202T101231_20230202T101232_T32UQD,2023-02-02,64.346856,0,0
1_LC08_194023_20230306,2023-03-06,68.96,20230307T101901_20230307T102521_T32UQD,2023-03-07,99.920267,-1,1
1_LC08_194023_20230322,2023-03-22,90.95,20230322T101649_20230322T102242_T32UQD,2023-03-22,96.227145,0,0
1_LC08_194023_20230407,2023-04-07,77.13,20230406T102021_20230406T102045_T32UQD,2023-04-06,15.79316,1,1
1_LC08_194023_20230509,2023-05-09,0.03,20230508T100559_20230508T101125_T32UQD,2023-05-08,9.315724,1,1
1_LC08_194023_20230525,2023-05-25,66.36,20230526T101601_20230526T101739_T32UQD,2023-05-26,1.061685,-1,1
1_LC08_194023_20230610,2023-06-10,7.43,20230610T101609_20230610T102215_T32UQD,2023-06-10,30.380183,0,0
1_LC08_194023_20230626,2023-06-26,19.32,20230625T101601_20230625T101601_T32UQD,2023-06-25,61.541426,1,1
1_LC08_194023_20230712,2023-07-12,40.56,20230712T100601_20230712T100559_T32UQD,2023-07-12,33.384579,0,0
1_LC08_194023_20230728,2023-07-28,81.78,20230727T100559_20230727T101435_T32UQD,2023-07-27,99.991417,1,1
1_LC08_194023_20230813,2023-08-13,69.75,20230814T102031_20230814T102027_T32UQD,2023-08-14,61.207175,-1,1
1_LC08_194023_20230914,2023-09-14,25.83,20230913T101631_20230913T102258_T32UQD,2023-09-13,96.704865,1,1
1_LC08_194023_20230930,2023-09-30,18.86,20230930T100811_20230930T100810_T32UQD,2023-09-30,36.983135,0,0
1_LC08_194023_20231016,2023-10-16,59.55,20231015T100909_20231015T100910_T32UQD,2023-10-15,59.412652,1,1
1_LC08_194023_20231101,2023-11-01,77.5,20231102T102201_20231102T102155_T32UQD,2023-11-02,97.09096,-1,1
1_LC08_194023_20231117,2023-11-17,84.57,20231117T102219_20231117T102216_T32UQD,2023-11-17,99.344552,0,0
1_LC08_194023_20240221,2024-02-21,87.76,20240220T102051_20240220T102204_T32UQD,2024-02-20,93.512815,1,1
1_LC08_194023_20240308,2024-03-08,3.34,20240308T100841_20240308T101546_T32UQD,2024-03-08,0.037234,0,0
1_LC08_194023_20240409,2024-04-09,99.97,20240410T101601_20240410T101659_T32UQD,2024-04-10,97.346151,-1,1
1_LC08_194023_20240425,2024-04-25,78.11,20240425T101559_20240425T102113_T32UQD,2024-04-25,85.221022,0,0
1_LC08_194023_20240511,2024-05-11,59.67,20240510T102021_20240510T102024_T32UQD,2024-05-10,29.003519,1,1
1_LC08_194023_20240527,2024-05-27,80.31,20240527T100601_20240527T100816_T32UQD,2024-05-27,98.591369,0,0
1_LC08_194023_20240612,2024-06-12,64.79,20240611T100559_20240611T100838_T32UQD,2024-06-11,90.644348,1,1
1_LC08_194023_20240628,2024-06-28,46.35,20240629T102021_20240629T102556_T32UQD,2024-06-29,17.150073,-1,1
1_LC08_194023_20240714,2024-07-14,34.27,20240714T101559_20240714T102202_T32UQD,2024-07-14,51.194566,0,0
1_LC08_194023_20240730,2024-07-30,5.94,20240729T102021_20240729T102559_T32UQD,2024-07-29,12.228655,1,1
1_LC08_194023_20240815,2024-08-15,74.42,20240815T100551_20240815T100554_T32UQD,2024-08-15,72.785163,0,0
1_LC08_194023_20240831,2024-08-31,28.95,20240830T100559_20240830T100650_T32UQD,2024-08-30,89.798123,1,1
1_LC08_194023_20240916,2024-09-16,84.88,20240917T101651_20240917T101846_T32UQD,2024-09-17,1.409713,-1,1
1_LC08_194023_20241018,2024-10-18,29.34,20241017T102021_20241017T102145_T32UQD,2024-10-17,46.774873,1,1
1_LC08_194023_20241103,2024-11-03,30.18,20241103T101201_20241103T101259_T32UQD,2024-11-03,99.658817,0,0
1_LC08_194023_20250122,2025-01-22,99.95,20250122T101351_20250122T101353_T32UQD,2025-01-22,94.643229,0,0
1_LC08_194023_20250311,2025-03-11,99.93,20250311T101739_20250311T102212_T32UQD,2025-03-11,99.987018,0,0
1_LC08_194023_20250327,2025-03-27,80.17,20250326T102041_20250326T102440_T32UQD,2025-03-26,99.93757,1,1
1_LC08_194023_20250412,2025-04-12,3.17,20250412T101041_20250412T101058_T32UQD,2025-04-12,58.06849,0,0
1_LC08_194023_20250428,2025-04-28,0.01,20250427T100559_20250427T101242_T32UQD,2025-04-27,5.450989,1,1
1_LC08_194023_20250514,2025-05-14,16.9,20250514T101041_20250514T101041_T32UQD,2025-05-14,42.876416,0,0
1_LC08_194023_20250530,2025-05-30,81.24,20250530T101559_20250530T101708_T32UQD,2025-05-30,85.238034,0,0
1_LC08_194023_20250615,2025-06-15,51.02,20250614T101621_20250614T102009_T32UQD,2025-06-14,0.730986,1,1
1_LC08_194023_20250701,2025-07-01,0.0,20250701T101051_20250701T101045_T32UQD,2025-07-01,0.003042,0,0
1_LC08_194023_20250802,2025-08-02,53.46,20250802T101041_20250802T101145_T32UQD,2025-08-02,54.089302,0,0
1_LC08_194023_20250818,2025-08-18,2.74,20250818T101559_20250818T101600_T32UQD,2025-08-18,3.520466,0,0
1_LC08_194023_20250903,2025-09-03,8.2,20250902T102041_20250902T102618_T32UQD,2025-09-02,99.692458,1,1
1_LC08_194023_20250919,2025-09-19,85.29,20250919T101041_20250919T101514_T32UQD,2025-09-19,88.372785,0,0
2_LC09_192023_20211103,2021-11-03,78.02,20211102T102201_20211102T102315_T32UQD,2021-11-02,96.922429,1,1
2_LC09_192023_20220225,2022-02-25,63.46,20220225T101909_20220225T101908_T32UQD,2022-02-25,85.324627,0,0
2_LC09_192023_20220329,2022-03-29,74.48,20220329T100611_20220329T101224_T32UQD,2022-03-29,34.947652,0,0
2_LC09_192023_20220414,2022-04-14,100.0,20220413T100549_20220413T101101_T32UQD,2022-04-13,99.6351,1,1
2_LC09_192023_20220430,2022-04-30,95.86,20220501T101601_20220501T101714_T32UQD,2022-05-01,99.692422,-1,1
2_LC09_192023_20220516,2022-05-16,60.1,20220516T101559_20220516T102309_T32UQD,2022-05-16,36.171183,0,0
2_LC09_192023_20220601,2022-06-01,62.46,20220531T101611_20220531T101724_T32UQD,2022-05-31,66.570729,1,1
2_LC09_192023_20220617,2022-06-17,11.57,20220617T100611_20220617T101601_T32UQD,2022-06-17,49.783486,0,0
2_LC09_192023_20220703,2022-07-03,24.16,20220702T100559_20220702T101516_T32UQD,2022-07-02,23.515151,1,1
2_LC09_192023_20220719,2022-07-19,2.58,20220720T101611_20220720T101819_T32UQD,2022-07-20,3.033998,-1,1
2_LC09_192023_20220804,2022-08-04,1.17,20220804T101559_20220804T102126_T32UQD,2022-08-04,19.814974,0,0
2_LC09_192023_20220905,2022-09-05,14.75,20220905T100611_20220905T100932_T32UQD,2022-09-05,46.232441,0,0
2_LC09_192023_20220921,2022-09-21,50.91,20220920T100649_20220920T101319_T32UQD,2022-09-20,69.4525,1,1
2_LC09_192023_20221007,2022-10-07,0.03,20221008T101931_20221008T101925_T32UQD,2022-10-08,96.05782,-1,1
2_LC09_192023_20221023,2022-10-23,36.78,20221023T102029_20221023T102023_T32UQD,2022-10-23,55.295068,0,0
2_LC09_192023_20221108,2022-11-08,28.53,20221109T101139_20221109T101136_T32UQD,2022-11-09,67.562544,-1,1
2_LC09_192023_20230127,2023-01-27,80.58,20230126T102311_20230126T102309_T32UQD,2023-01-26,99.987406,1,1
2_LC09_192023_20230316,2023-03-16,22.95,20230317T101741_20230317T102102_T32UQD,2023-03-17,99.999988,-1,1
2_LC09_192023_20230503,2023-05-03,41.64,20230503T101021_20230503T101520_T32UQD,2023-05-03,36.516586,0,0
